79.35,0.051701
77.78,0.080074
78.32,0.16515
79.43,0.18443
77.93,0.57909
78,0.60337
78.66,0.63277
77.96,0.65478
77.61,0.67432
79.04,0.69775
78.78,0.71215
NaN,0.72934
77.39,0.75261
79.63,0.77002
79.86,0.79417
NaN,0.80959
NaN,0.83337
77.19,0.84857
76.82,0.86919
80.44,0.88576
77.21,0.90743
78.08,0.92527
70.09,0.94191
NaN,0.99904
80.9,1.0167
76.97,1.0559
NaN,1.0893
NaN,1.1675
81.98,1.1806
81.09,1.2117
79.69,1.2776
85.17,1.293
80.46,1.3342
78.41,1.3702
76.94,1.4817
82.64,1.4949
76.53,1.5095
79.52,1.5336
81.76,1.5738
79.54,1.6379
80.61,1.6832
83.73,1.6966
91.2,1.7333
115.42,1.8018
117.45,1.8171
142.82,1.8554
175.46,1.9325
178.24,1.9448
190.6,1.9775
188.84,2.0397
188.35,2.0821
192.3,2.1249
192.29,2.1669
191.35,2.1812
192.88,2.2232
190.26,2.2865
189.21,2.3325
191.79,2.3456
193.4,2.4066
189.89,2.4521
190.93,2.4678
189.9,2.5011
187.57,2.572
183.88,2.5899
187.05,2.6232
186.08,2.6886
180.93,2.7379
177.55,2.7542
178.67,2.7853
175.27,2.854
174.03,2.8674
175.4,2.9372
169.71,2.9525
168.38,2.9977
170.13,3.0345
168.18,3.0675
166.93,3.1333
167.87,3.1841
165.74,3.1976
164.78,3.2311
166.65,3.268
165.01,3.3373
163.05,3.3532
164.98,3.4195
163.1,3.4346
161.41,3.5046
NaN,3.5203
162.96,3.5813
161.95,3.595
159.92,3.6592
162.05,3.7008
160.87,3.7186
159.81,3.7867
160.41,3.8009
160.24,3.8354
158.41,3.9054
159.08,3.9209
160.74,3.986
158.79,4.0011
157.6,4.0688
157.97,4.0849
158.47,4.1176
154.25,4.1866
164.06,4.202
168.63,4.2706
165.33,4.2874
159.08,4.3222
150.78,4.3612
142.56,4.4289
134.84,4.4423
127.69,4.5106
119.58,4.5256
113.99,4.5878
111.51,4.6389
108.18,4.6532
104.23,4.6861
101.99,4.7669
98.59,4.7797
95,4.8119
94.39,4.8769
95.37,4.8922
93.02,4.9307
92.26,4.9954
94.01,5.0101
92.45,5.0493
91.25,5.0932
93.8,5.1561
92.61,5.1738
94.22,5.2369
93.74,5.253
91.94,5.3205
90.74,5.3343
92.1,5.3708
93.15,5.4374
86.68,5.482
91.92,5.4947
91.79,5.5599
91.01,5.6043
90.02,5.6214
