127.24,6.8891
128.98,6.9118
128.38,6.9572
126.71,6.9755
124.45,7.1437
123.04,7.1675
122.75,7.1813
122.96,7.1983
122.82,7.2191
121.57,7.2341
119.85,7.2516
117.91,7.2681
117,7.2821
117.17,7.2994
117.82,7.3144
118.14,7.3307
117.51,7.346
116.09,7.3637
114.39,7.3812
113.72,7.3955
114.06,7.4194
115.01,7.432
115.4,7.447
115.02,7.4627
113.67,7.4797
112.09,7.4982
111.6,7.5147
111.95,7.5381
112.9,7.5529
113.58,7.5657
113.33,7.5818
112.19,7.597
110.76,7.6123
110.07,7.6304
110.37,7.6869
111.41,7.701
112.2,7.7138
112.11,7.7299
111.11,7.7457
109.81,7.7608
109.24,7.7777
109.56,7.8021
110.67,7.8154
111.54,7.8305
111.44,7.8459
110.5,7.8632
109.29,7.8922
108.51,7.9101
108.93,7.9229
110.09,7.9377
110.97,7.9573
111.04,7.9816
110,7.9991
108.91,8.0122
108.21,8.0305
108.52,8.1078
109.46,8.1224
110.51,8.135
110.74,8.1539
109.97,8.1739
108.77,8.1881
108.01,8.2021
108.22,8.219
109.26,8.2322
110.3,8.2506
110.56,8.2691
109.83,8.2833
108.61,8.3381
107.93,8.3521
108.12,8.3651
109.19,8.3834
110.19,8.398
110.58,8.4161
109.83,8.4596
108.7,8.4774
107.88,8.4905
108.02,8.5105
108.97,8.5263
110.06,8.5448
110.4,8.5803
109.82,8.5984
108.72,8.6117
107.89,8.626
107.94,8.6426
108.85,8.6586
109.93,8.6713
110.37,8.6857
109.83,8.7001
108.72,8.7141
107.84,8.7738
107.88,8.7887
108.7,8.8012
109.81,8.8179
110.3,8.8325
109.91,8.8493
108.73,8.8947
107.84,8.9116
107.69,8.9239
108.64,8.9377
109.71,8.9519
110.16,8.9658
109.8,8.9816
108.77,8.9984
107.81,9.0116
107.69,9.0317
108.47,9.1069
109.59,9.122
110.17,9.1342
109.85,9.149
108.89,9.1639
107.74,9.1787
107.74,9.2406
108.44,9.2556
109.49,9.268
110.05,9.2827
109.88,9.2995
108.91,9.3165
107.9,9.3329
107.62,9.3457
108.21,9.3661
109.41,9.3805
110.01,9.3971
109.77,9.443
108.9,9.4577
107.86,9.4698
107.68,9.4846
108.17,9.4987
109.22,9.5172
109.97,9.5307
109.87,9.546
108.91,9.5633
107.95,9.6086
107.49,9.6235
108.05,9.6358
109.14,9.65
109.91,9.6651
109.84,9.7342
108.91,9.7498
108.01,9.7644
107.49,9.7796
107.93,9.7979
109.06,9.8121
109.77,9.8599
109.82,9.8772
109.05,9.8898
107.93,9.9036
107.47,9.918
107.69,9.9322
108.94,9.9472
109.76,9.9622
109.82,9.9788
109.03,9.9964
107.98,10.012
107.5,10.068
107.87,10.083
108.79,10.098
109.67,10.113
109.75,10.133
109.03,10.148
107.96,10.166
107.58,10.181
107.78,10.196
108.8,10.214
109.54,10.231
109.72,10.305
109.06,10.32
108.14,10.332
107.48,10.346
107.71,10.363
108.68,10.379
109.49,10.397
109.71,10.426
109.12,10.444
108.01,10.457
107.46,10.471
107.7,10.485
108.59,10.499
109.45,10.539
109.68,10.658
109.15,10.67
108.17,10.683
107.52,10.699
107.69,10.713
108.52,10.731
109.33,10.746
109.68,10.763
109.13,10.779
108.23,10.804
107.49,10.816
107.55,10.831
108.4,10.846
109.28,10.863
109.59,10.878
109.13,10.896
108.16,10.912
107.39,10.929
107.44,10.944
108.22,10.959
109.24,10.977
109.57,10.997
109,11.013
108.33,11.058
107.44,11.073
107.43,11.085
108.13,11.1
109.09,11.114
109.56,11.131
109.27,11.146
108.25,11.181
107.45,11.2
107.33,11.212
108.1,11.228
109.05,11.245
109.54,11.26
