53.8,0.017458
54,0.092774
53.96,0.1117
53.95,0.12636
54.14,0.48415
53.75,0.51273
54.02,0.52652
53.82,0.54118
53.79,0.55606
54.11,0.56921
53.74,0.58741
53.98,0.60041
53.81,0.61945
53.84,0.63206
54.07,0.65443
53.8,0.66842
54.04,0.68615
53.79,0.69991
53.9,0.71874
54.08,0.74155
53.87,0.75534
54.02,0.77705
53.84,0.79002
53.99,0.80749
53.9,0.82117
53.83,0.84034
54.07,0.8542
53.88,0.87224
54.01,0.88549
53.86,0.90082
53.8,0.9145
54.04,0.93261
53.78,0.94494
53.93,0.95949
53.88,0.97239
53.55,0.98906
54.03,1.0057
53.86,1.022
53.93,1.0347
53.85,1.0527
53.78,1.0743
53.96,1.0878
53.88,1.1059
53.83,1.1199
53.9,1.1358
53.93,1.1499
53.67,1.17
53.78,1.1905
53.95,1.2038
53.94,1.2202
53.91,1.2414
53.99,1.2547
53.86,1.2727
53.95,1.2868
53.87,1.3039
54.04,1.3195
53.95,1.3358
53.77,1.3511
54.03,1.3682
53.88,1.3833
53.93,1.4004
54.02,1.4242
53.59,1.4393
54.04,1.4584
53.76,1.4738
53.68,1.4902
54,1.504
53.79,1.5215
54.01,1.5361
53.85,1.5537
54.08,1.5739
54,1.5872
53.8,1.6016
54.02,1.6196
53.75,1.6375
54.01,1.653
53.95,1.668
53.72,1.6879
53.9,1.7022
53.73,1.7189
53.94,1.7321
53.96,1.7515
53.88,1.768
54.05,1.7823
53.73,1.8011
53.98,1.8185
53.87,1.8361
53.86,1.8559
54.06,1.8683
53.76,1.8866
54,1.8998
53.85,1.9154
53.84,1.9309
54.15,1.9486
53.74,1.9628
53.98,1.9774
53.93,1.9959
53.77,2.0088
54.13,2.025
53.72,2.0383
54.13,2.0536
53.85,2.0713
53.87,2.0867
53.96,2.1019
53.76,2.1229
54.03,2.149
53.82,2.1634
53.94,2.1787
54.04,2.2087
53.66,2.2212
54.07,2.2394
53.77,2.2659
53.98,2.2964
53.99,2.3091
53.75,2.3244
53.98,2.3496
53.81,2.3645
53.96,2.3802
53.97,2.4092
53.7,2.4226
54.15,2.4403
53.76,2.463
54.07,2.4909
53.97,2.5044
53.87,2.5229
54,2.5489
53.73,2.5807
54.02,2.5942
53.88,2.6106
53.81,2.6267
54.02,2.6444
53.61,2.6697
54.09,2.6964
53.83,2.7088
53.85,2.7274
54.08,2.7611
53.83,2.7736
54.09,2.7873
53.8,2.813
53.89,2.8255
54.03,2.8459
53.83,2.8749
54.16,2.8875
53.78,2.9065
53.93,2.9287
54.06,2.9588
53.67,2.9729
54.07,2.9927
53.76,3.0136
53.93,3.0305
53.97,3.0465
53.88,3.0763
54.04,3.0887
53.87,3.1073
53.94,3.1342
53.91,3.1467
53.92,3.1611
54.03,3.1911
53.67,3.2172
53.89,3.2332
53.92,3.2481
53.82,3.2818
53.94,3.2987
53.72,3.3203
53.94,3.3426
53.97,3.3568
53.88,3.374
54.05,3.3985
53.87,3.4151
54.04,3.4309
54.39,3.4538
54.41,3.4793
54.45,3.4915
54.35,3.5112
54.51,3.5402
54.47,3.5536
54.42,3.573
54.59,3.598
54.38,3.6279
54.45,3.6412
54.31,3.6589
54.36,3.6818
54.5,3.6994
54.23,3.7199
54.56,3.7426
54.41,3.7566
54.28,3.7752
54.56,3.7964
54.28,3.8265
54.39,3.8391
54.43,3.8553
54.26,3.8823
54.5,3.8974
54.33,3.913
54.44,3.944
54.27,3.9566
54.34,3.9757
54.58,3.997
54.22,4.0279
55.01,4.0402
54.34,4.0568
54.37,4.0854
54.6,4.0991
54.22,4.1145
54.6,4.1466
54.15,4.1607
54.33,4.1774
54.58,4.2025
54.22,4.2313
54.54,4.244
54.2,4.2653
54.36,4.2825
54.43,4.3045
54.3,4.3281
54.5,4.343
54.25,4.3599
54.51,4.3809
54.36,4.4128
54.16,4.4251
54.49,4.4428
54.19,4.4688
54.44,4.4858
54.31,4.5037
54.29,4.5275
54.35,4.5424
54.22,4.5573
54.55,4.5846
54.24,4.6133
54.42,4.6254
54.34,4.6441
54.1,4.6702
54.51,4.6849
54.31,4.7026
54.37,4.7299
