10421,,0.010
,,0.008
01:Graph01,,0.007
mm,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.009
,,0.011
,,0.007
,,0.008
,,0.009
,,0.007
,,0.008
,,0.008
,,0.009
,,0.009
,,0.008
,,0.011
,,0.009
,,0.009
,,0.007
,,0.008
,,0.007
,,0.009
,,0.008
,,0.009
,,0.009
,,0.008
,,0.008
,,0.007
,,0.007
,,0.008
,,0.011
,,0.007
,,0.009
,,0.009
,,0.009
,,0.009
,,0.008
,,0.007
,,0.009
,,0.008
,,0.008
,,0.009
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.007
,,0.008
,,0.008
,,0.011
,,0.007
,,0.008
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.009
,,0.008
,,0.009
,,0.007
,,0.010
,,0.009
,,0.008
,,0.007
,,0.007
,,0.008
,,0.008
,,0.010
,,0.009
,,0.009
,,0.009
,,0.008
,,0.009
,,0.010
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.007
,,0.006
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.009
,,0.007
,,0.007
,,0.008
,,0.009
,,0.007
,,0.007
,,0.006
,,0.007
,,0.008
,,0.008
,,0.009
,,0.009
,,0.007
,,0.010
,,0.007
,,0.009
,,0.009
,,0.008
,,0.009
,,0.007
,,0.008
,,0.009
,,0.009
,,0.008
,,0.010
,,0.010
,,0.009
,,0.007
,,0.009
,,0.007
,,0.010
,,0.008
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.008
,,0.009
,,0.010
,,0.009
,,0.010
,,0.008
,,0.009
,,0.008
,,0.010
,,0.009
,,0.010
,,0.010
,,0.009
,,0.010
,,0.009
,,0.010
,,0.009
,,0.009
,,0.010
,,0.011
,,0.010
,,0.008
,,0.008
,,0.009
,,0.010
,,0.010
,,0.009
,,0.009
,,0.010
,,0.008
,,0.009
,,0.007
,,0.008
,,0.009
,,0.007
,,0.008
,,0.008
,,0.009
,,0.010
,,0.009
,,0.008
,,0.006
,,0.009
,,0.009
,,0.008
,,0.010
,,0.008
,,0.009
,,0.008
,,0.009
,,0.009
,,0.009
,,0.008
,,0.008
,,0.009
,,0.008
,,0.008
,,0.009
,,0.009
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.007
,,0.009
,,0.009
,,0.009
,,0.008
,,0.008
,,0.008
,,0.008
,,0.008
,,0.009
,,0.008
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.008
,,0.010
,,0.011
,,0.010
,,0.008
,,0.009
,,0.009
,,0.008
,,0.009
,,0.008
,,0.009
,,0.009
,,0.008
,,0.010
,,0.010
,,0.009
,,0.006
,,0.008
,,0.008
,,0.009
,,0.010
,,0.009
,,0.009
,,0.011
,,0.007
,,0.010
,,0.008
,,0.009
,,0.009
,,0.008
,,0.009
,,0.008
,,0.009
,,0.008
,,0.008
,,0.009
,,0.008
,,0.008
,,0.008
,,0.009
,,0.009
,,0.009
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.009
,,0.010
,,0.008
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.009
,,0.009
,,0.008
,,0.008
,,0.010
,,0.008
,,0.009
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.009
,,0.010
,,0.010
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.010
,,0.008
,,0.010
,,0.008
,,0.010
,,0.011
,,0.009
,,0.009
,,0.010
,,0.011
,,0.009
,,0.009
,,0.009
,,0.010
,,0.010
,,0.009
,,0.007
,,0.010
,,0.009
,,0.009
,,0.010
,,0.009
,,0.007
,,0.010
,,0.010
,,0.010
,,0.010
,,0.010
,,0.010
,,0.008
,,0.009
,,0.010
,,0.010
,,0.009
,,0.010
,,0.009
,,0.010
,,0.008
,,0.010
,,0.011
,,0.010
,,0.010
,,0.009
,,0.010
,,0.009
,,0.008
,,0.009
,,0.009
,,0.010
,,0.011
,,0.009
,,0.009
,,0.009
,,0.009
,,0.010
,,0.009
,,0.010
,,0.009
,,0.010
,,0.010
,,0.009
,,0.009
,,0.008
,,0.011
,,0.010
,,0.009
,,0.008
,,0.009
,,0.011
,,0.009
,,0.009
,,0.010
,,0.010
,,0.009
,,0.009
,,0.009
,,0.009
,,0.009
,,0.008
,,0.008
,,0.011
,,0.009
,,0.010
,,0.008
,,0.008
,,0.011
,,0.010
,,0.009
,,0.010
,,0.009
,,0.011
,,0.010
,,0.012
,,0.013
,,0.013
,,0.014
,,0.015
,,0.017
,,0.020
,,0.022
,,0.028
,,0.037
,,0.060
,,0.099
,,0.150
,,0.232
,,0.343
,,0.443
,,0.537
,,0.624
,,0.685
,,0.723
,,0.760
,,0.803
,,0.855
,,0.909
,,0.947
,,0.967
,,0.979
,,0.992
,,1.010
,,1.032
,,1.056
,,1.065
,,1.069
,,1.071
,,1.073
,,1.076
,,1.078
,,1.077
,,1.079
,,1.078
,,1.080
,,1.081
,,1.081
,,1.082
,,1.083
,,1.085
,,1.085
,,1.085
,,1.084
,,1.084
,,1.084
,,1.086
,,1.085
,,1.088
,,1.087
,,1.086
,,1.084
,,1.088
,,1.087
,,1.085
,,1.083
,,1.082
,,1.081
,,1.080
,,1.076
,,1.072
,,1.068
,,1.057
,,1.042
,,1.031
,,1.022
,,1.006
,,0.992
,,0.980
,,0.966
,,0.953
,,0.939
,,0.924
,,0.907
,,0.891
,,0.870
,,0.849
,,0.830
,,0.802
,,0.775
,,0.747
,,0.715
,,0.675
,,0.630
,,0.581
,,0.528
,,0.476
,,0.429
,,0.377
,,0.322
,,0.259
,,0.205
,,0.160
,,0.122
,,0.089
,,0.062
,,0.044
,,0.028
,,0.022
,,0.019
,,0.017
,,0.018
,,0.017
,,0.015
,,0.013
,,0.013
,,0.015
,,0.015
,,0.013
,,0.013
,,0.014
,,0.013
,,0.012
,,0.014
,,0.012
,,0.012
,,0.011
,,0.010
,,0.011
,,0.011
,,0.012
,,0.011
,,0.010
,,0.012
,,0.011
,,0.010
,,0.010
,,0.011
,,0.009
,,0.009
,,0.012
,,0.009
,,0.011
,,0.009
,,0.011
,,0.009
,,0.010
,,0.009
,,0.010
,,0.009
,,0.009
,,0.010
,,0.009
,,0.008
,,0.009
,,0.010
,,0.010
,,0.010
,,0.009
,,0.010
,,0.009
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.008
,,0.009
,,0.009
,,0.009
,,0.008
,,0.008
,,0.009
,,0.007
,,0.008
,,0.009
,,0.009
,,0.007
,,0.008
,,0.007
,,0.007
,,0.008
,,0.009
,,0.007
,,0.007
,,0.009
,,0.008
,,0.008
,,0.008
,,0.007
,,0.006
,,0.007
,,0.009
,,0.008
,,0.007
,,0.007
,,0.008
,,0.009
,,0.008
,,0.009
,,0.007
,,0.009
,,0.008
,,0.008
,,0.010
,,0.010
,,0.010
,,0.012
,,0.013
,,0.014
,,0.016
,,0.017
,,0.018
,,0.024
,,0.030
,,0.048
,,0.078
,,0.119
,,0.184
,,0.280
,,0.386
,,0.481
,,0.571
,,0.648
,,0.699
,,0.739
,,0.777
,,0.824
,,0.886
,,0.934
,,0.960
,,0.971
,,0.984
,,1.001
,,1.024
,,1.043
,,1.054
,,1.058
,,1.062
,,1.063
,,1.065
,,1.067
,,1.069
,,1.069
,,1.069
,,1.070
,,1.070
,,1.071
,,1.071
,,1.072
,,1.073
