10654,,50.261
,,50.261
01:Graph01,,50.261
mm,,50.260
,,50.261
,,50.261
,,50.259
,,50.261
,,50.261
,,50.260
,,50.260
,,50.260
,,50.260
,,50.260
,,50.259
,,50.260
,,50.260
,,50.261
,,50.259
,,50.260
,,50.261
,,50.260
,,50.260
,,50.260
,,50.260
,,50.261
,,50.261
,,50.262
,,50.261
,,50.262
,,50.260
,,50.259
,,50.260
,,50.262
,,50.260
,,50.261
,,50.261
,,50.260
,,50.259
,,50.261
,,50.261
,,50.260
,,50.261
,,50.261
,,50.261
,,50.262
,,50.260
,,50.262
,,50.262
,,50.261
,,50.261
,,50.262
,,50.260
,,50.260
,,50.261
,,50.261
,,50.261
,,50.262
,,50.262
,,50.262
,,50.261
,,50.259
,,50.260
,,50.261
,,50.261
,,50.260
,,50.260
,,50.260
,,50.261
,,50.262
,,50.261
,,50.259
,,50.259
,,50.262
,,50.260
,,50.261
,,50.259
,,50.261
,,50.262
,,50.260
,,50.261
,,50.261
,,50.261
,,50.260
,,50.262
,,50.260
,,50.262
,,50.260
,,50.262
,,50.263
,,50.261
,,50.262
,,50.260
,,50.261
,,50.260
,,50.260
,,50.261
,,50.261
,,50.261
,,50.260
,,50.263
,,50.262
,,50.260
,,50.260
,,50.262
,,50.261
,,50.260
,,50.261
,,50.262
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.261
,,50.260
,,50.262
,,50.261
,,50.261
,,50.259
,,50.260
,,50.261
,,50.261
,,50.258
,,50.260
,,50.263
,,50.261
,,50.261
,,50.260
,,50.259
,,50.260
,,50.259
,,50.262
,,50.261
,,50.260
,,50.261
,,50.261
,,50.259
,,50.259
,,50.260
,,50.261
,,50.259
,,50.262
,,50.261
,,50.261
,,50.261
,,50.260
,,50.259
,,50.260
,,50.260
,,50.261
,,50.259
,,50.261
,,50.260
,,50.259
,,50.262
,,50.260
,,50.260
,,50.261
,,50.262
,,50.261
,,50.259
,,50.260
,,50.260
,,50.259
,,50.260
,,50.261
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.259
,,50.259
,,50.259
,,50.259
,,50.261
,,50.259
,,50.260
,,50.259
,,50.260
,,50.260
,,50.261
,,50.261
,,50.261
,,50.260
,,50.259
,,50.259
,,50.260
,,50.261
,,50.260
,,50.259
,,50.260
,,50.260
,,50.262
,,50.260
,,50.260
,,50.260
,,50.261
,,50.260
,,50.259
,,50.260
,,50.261
,,50.259
,,50.261
,,50.260
,,50.260
,,50.263
,,50.260
,,50.262
,,50.262
,,50.260
,,50.260
,,50.260
,,50.261
,,50.261
,,50.261
,,50.262
,,50.261
,,50.260
,,50.260
,,50.262
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.260
,,50.262
,,50.258
,,50.260
,,50.261
,,50.260
,,50.260
,,50.260
,,50.262
,,50.261
,,50.260
,,50.261
,,50.260
,,50.259
,,50.259
,,50.261
,,50.259
,,50.259
,,50.260
,,50.261
,,50.261
,,50.261
,,50.259
,,50.262
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.259
,,50.260
,,50.260
,,50.260
,,50.262
,,50.260
,,50.260
,,50.259
,,50.260
,,50.261
,,50.262
,,50.261
,,50.260
,,50.261
,,50.261
,,50.260
,,50.261
,,50.259
,,50.261
,,50.260
,,50.261
,,50.261
,,50.259
,,50.262
,,50.260
,,50.261
,,50.262
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.261
,,50.261
,,50.259
,,50.262
,,50.261
,,50.261
,,50.262
,,50.262
,,50.261
,,50.259
,,50.260
,,50.260
,,50.260
,,50.261
,,50.262
,,50.260
,,50.261
,,50.260
,,50.260
,,50.263
,,50.261
,,50.260
,,50.260
,,50.260
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.259
,,50.261
,,50.260
,,50.260
,,50.262
,,50.259
,,50.260
,,50.260
,,50.260
,,50.262
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.260
,,50.261
,,50.259
,,50.260
,,50.261
,,50.260
,,50.262
,,50.261
,,50.261
,,50.261
,,50.261
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.261
,,50.262
,,50.260
,,50.260
,,50.260
,,50.260
,,50.261
,,50.260
,,50.262
,,50.259
,,50.262
,,50.260
,,50.261
,,50.262
,,50.260
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.260
,,50.262
,,50.260
,,50.260
,,50.260
,,50.260
,,50.261
,,50.260
,,50.261
,,50.261
,,50.261
,,50.260
,,50.260
,,50.262
,,50.260
,,50.260
,,50.262
,,50.260
,,50.259
,,50.259
,,50.259
,,50.259
,,50.261
,,50.260
,,50.261
,,50.261
,,50.261
,,50.261
,,50.259
